時間,コメント,ラベル,,
595.087,草,1,,
595.2,草,1,,
595.613,草,1,,
595.666,草,1,,
595.787,草,1,,
595.982,草,1,,
596.016,草,1,,
596.048,エイム紙すぎたｗ,1,,
596.776,草,1,,
597.267,草,1,,
597.335,w,1,,
597.525,神エイムだw,1,,
599.716,なんか草,1,,
600.951,初戦はしゃあないどら,1,,
600.981,よわいw,1,,
601.186,一旦神エイムか,1,,
602.761,頑張ってw,1,,
603.149,AIM一旦温めたいかｗ,1,,
605.797,草,1,,
605.934,神エイムからの土下座,1,,
606.416,おしい！,1,,
606.443,nt,1,,
606.569,ペラッペラや,1,,
607.384,当たらんすぎるw,1,,
607.476,ナイス,1,,
607.659,マジで神エイム,1,,
609.392,ないとら,1,,
609.708,草,1,,
610.783,草,1,,
610.828,nt,1,,
613.184,神エイム,1,,
613.188,nt,1,,
614.182,謝罪たすかる,1,,
615.636,弾あたるわけねえだろw,1,,
615.686,スロースターターか,1,,
615.695,一旦ねw,1,,
616.048,nt,1,,
616.894,草,1,,
617.437,ntnt,1,,
619.499,エコw,1,,
619.841,タイトル回収感謝,1,,
620.884,こっからあっためてこうw,1,,
621.296,それ本気？,0,,
621.782,nt,0,,
622.111,nt,0,,
622.21,nt,0,,
622.379,ないとら,0,,
622.311,草,1,,
622.474,エコ？ｗ,0,,
622.511,ないとら,0,,
622.997,nt,0,,
623.027,あまりにも神エイム,0,,
623.516,自分のことは棚に上げてw,1,,
623.519,ntnt！,0,,
623.707,草,1,,
623.818,エコ…？,0,,
623.854,あたため中,0,,
623.968,草,1,,
624.226,nt,0,,
624.368,ないえこ,0,,
625.229,nt,0,,
625.243,ntnt,0,,
626.215,えこらんどw,1,,
626.339,エコラウンドw,1,,
626.492,貴族エコｗｗ,1,,
626.536,草,1,,
626.584,草,1,,
627.109,弾当てちゃだめなカスタムよね,0,,
627.388,なんでやｗ,0,,
627.438,草,1,,
627.627,対よろ,0,,
627.858,あたるわけねぇだろ了解,0,,
628.484,草,1,,
628.544,nt,0,,
628.9,これエコまじかww,1,,
629.117,nt,0,,
629.681,草,1,,
631.653,貴族エコｗ,0,,
631.842,草,1,,
631.842,貴族のw,1,,
633.248,草,1,,
633.32,エコは草,0,,
633.548,オペ以外全部エコ,0,,
633.606,草,1,,
633.612,貴族のエコラ,0,,
635.763,いまんとこタイトル通りだなｗ,0,,
635.835,ロックマンからは大変か,0,,
635.921,有言実行ではあるw,1,,
636.095,草,1,,
636.051,nt,0,,
636.817,楽しそう,0,,
637.125,エイムまずいね今日w,1,,
637.248,うぜえｗｗ,0,,
637.366,貴族エコナイス,0,,
637.396,貴族ではあるか,0,,
637.447,がんばれ！ｗ,0,,
639.619,これからじゃない？,0,,
639.792,ラグーザか,0,,
639.949,弾あたるわけねえだろカスタム,0,,
651.816,it would be nice to pass the white,1,,
652.352,徐々にあっためてこw,1,,
652.968,がんばれー,0,,
655.569,サボテンエイムみしてけ,0,,
655.735,対よろ,0,,
655.808,秘伝技きた,0,,
656.844,マジか！！,0,,
658.56,ひとりなら１本か,0,,
660.804,俺のワンピック待って,0,,
662.254,勝てる,1,,
663.986,頑張れ〜,1,,
664.846,草,1,,
667.226,草,1,,
667.33,全部が腐る！,1,,
667.567,w,1,,
667.652,ねー,1,,
668.061,腐らすきちゃ,1,,
668.17,腐らすw,1,,
669.595,でた！腐らすw,1,,
673.129,草,1,,
674.618,草,1,,
674.924,追突した,1,,
674.974,腐るのか？,1,,
675.041,w,1,,
675.885,ｳﾙｻｲﾅｧ,1,,
677.382,草,1,,
677.351,バードストライク,1,,
677.417,鳥さんパタパタでわろた,1,,
677.848,草,1,,
678.151,草,1,,
679.543,草,1,,
680.345,草,1,,
680.357,w,1,,
680.602,草,1,,
680.658,草,1,,
680.668,草,1,,
680.895,一旦ロールで確定回復するか,1,,
681.263,鳥が顔面に！,1,,
681.339,草,1,,
681.559,鳥絡まったw,1,,
681.607,草,1,,
681.721,草,1,,
681.761,草,1,,
682.58,草,1,,
682.623,草,1,,
682.897,懐いて来たｗ,1,,
683.463,"""without gay""",1,,
683.688,草,1,,
683.69,草,1,,
683.757,草,1,,
683.881,草,1,,
683.972,草,1,,
684.821,草,1,,
685.456,草,1,,
685.538,草,1,,
687.478,草,1,,
691.128,草,1,,
691.237,草,1,,
691.509,ナイスゥ,1,,
691.719,ナイスゥ,1,,
692.214,草,1,,
692.856,w,1,,
692.871,ナイス！,1,,
693.272,草,1,,
693.646,どまどまｗ,1,,
693.983,腐らせろ！w,1,,
694.038,ｗ,1,,
694.72,草,1,,
695.734,腐らせろw,1,,
695.73,草,1,,
695.866,めちゃくちゃww,1,,
696.059,草,1,,
697.697,草,1,,
697.735,草,1,,
699.451,草,1,,
699.461,w,1,,
699.921,草,1,,
699.943,草,1,,
700.73,草,1,,
700.901,どまどまw,1,,
701.061,これはひどいw,1,,
701.168,草,1,,
701.463,草,1,,
701.651,ほんま草,1,,
701.745,草,1,,
701.834,？？？？？,1,,
701.953,まずいか,1,,
702.322,腐らせろ！w,1,,
702.372,とんでもないなww,1,,
702.942,おもろｗｗ,1,,
702.982,ﾆｸｸｻﾗｾﾛー！！！！,1,,
702.994,酷すぎるw,1,,
703.314,なんだこれw,1,,
703.717,草,1,,
704.308,草,1,,
704.783,高め高めだよー,1,,
705.086,草,1,,
705.059,たまあたるわけねえだろ,1,,
705.192,草,1,,
705.494,ww,1,,
705.535,腐らせろw,1,,
705.589,腐らせろ？？？,1,,
705.973,4！？,1,,
705.975,わちゃわちゃ,1,,
707.171,w,1,,
707.268,今日やばいぞw,1,,
707.455,草,1,,
707.778,草,1,,
707.757,あたりませんｗ,1,,
707.988,被害者沢山w,1,,
709.311,ww,1,,
709.531,草,1,,
709.584,草,1,,
709.65,草,1,,
709.666,草,1,,
709.702,4はあんま見んなぁw,1,,
709.948,くさ,1,,
710.406,おもろすぎｗ,1,,
710.214,面白いｗ,1,,
710.632,ww,1,,
711.693,色々ひどいw,1,,
711.847,走りうちヤバすぎるw,1,,
711.847,草,1,,
712.174,草,1,,
712.248,草,1,,
712.284,草,1,,
713.339,すげぇえええw,1,,
713.632,草,1,,
713.68,草,1,,
713.873,終わってらw,1,,
714.107,ほんと草,1,,
714.237,w,1,,
714.463,おもろすぎ,1,,
714.524,草,1,,
715.949,草,1,,
716.266,スパイおるって！,1,,
716.956,実質ace,1,,
717.282,本当に好き,1,,
717.469,草,1,,
717.536,タイトル回収すごいｗｗ,1,,
718.366,草,1,,
718.38,5flash,0,,
718.775,賄賂が,0,,
718.452,草,1,,
718.956,aceやん,0,,
719.032,全アウトw,1,,
719.052,入金,0,,
719.161,わちゃわちゃ勝ってる,0,,
719.431,ACEやん,0,,
719.48,笑い止まらんw,1,,
719.52,やばすぎるw,1,,
719.542,賄賂貰ってたかw,1,,
720.059,買収されとるw,1,,
720.238,草,1,,
720.702,終わってるよw,1,,
721.374,どんまいw,1,,
721.378,スパイいたかｗ,0,,
721.672,がんばれｗ,0,,
722.354,草,1,,
723.384,実質ACEや,0,,
723.736,スパイおるってw,1,,
723.765,人狼います,0,,
723.964,八百長やんw,1,,
724.206,ふわっちオーメンの腐らせ,0,,
724.366,スパイおるて,0,,
725.737,６：４マ！？,0,,
726.968,wowo,1,,
727.313,低い位置が,0,,
727.63,葛葉人狼だったか,0,,
727.769,サングラス配らないと,0,,
728.331,テッカテカでわらうw,1,,
729.06,敵の視界は奪ってないんだよね,0,,
729.173,そういう意味の腐らすねw,1,,
729.564,北斗神拳な,0,,
729.629,まず味方からか,0,,
729.955,弾は当たらんフラッシュはぴかぴか,0,,
730.443,みんなにサングラスあげなきゃw,1,,
730.674,人狼ばろ始まった？ｗ,0,,
731.327,５フラッシュナイス！ｗ,0,,
731.447,重りでしかないw,1,,
731.506,おもろすぎw,1,,
731.549,賄賂ね一旦,0,,
733.612,ヴァロ人狼はじまった,0,,
733.881,獅子身中の虫,0,,
734.775,やばすぎるw,1,,
736.052,逆エース,0,,
736.347,草,1,,
736.987,流石におもろすぎる,0,,
737.09,相手のフラッシュ上手いな〜w,1,,
737.23,腐らせろ,0,,
737.879,人狼みつかったか,0,,
738.138,相手走り打ちやったし笑,0,,
738.242,さすとろーらー,0,,
738.719,内側からw,1,,
740.142,今日ほんとまずそうだなw,1,,
740.291,ヴァロ人狼してたかｗ,0,,
740.313,シュート,0,,
740.448,流石にサングラス案件か,0,,
741.684,高め高め,0,,
743.659,お前本当に葛葉か？ｗｗ,0,,
744.35,5フラッシュだけ聞くと天才フラッシュなんよ,0,,
744.767,ヤバすぎバトル始まったｗ,0,,
745.302,内側から破壊していく北斗神拳じゃんな,0,,
747.284,まぁ今の走り打ちはヴァロやってたらわかるｗ,0,,
747.533,対よろ,0,,
748.626,仲良しカスタムでしか許されない利敵ww,1,,
749.096,実質エース,0,,
749.584,今日ヤベェなw,1,,
751.37,タイトルは伊達じゃねぇぞ,0,,
753.519,おもろい,0,,
755.309,まあまあこれからじゃない？,0,,
758.495,マジでずっとケイオーが下手すぎるw,1,,
760.594,ナイス,0,,
762.256,ナイス,0,,
769.283,look people are crazy but some are nice,0,,
771.611,最高におもろい,0,,
775.563,ないすぅ,0,,
775.721,ナイス,0,,
777.364,おしい,0,,
778.05,おしい,0,,
778.402,ナイス,0,,
779.041,ナイスゥ,0,,
779.11,ナイスゥ,0,,
779.239,おしー,0,,
779.367,ナイスゥ,0,,
779.684,ナイスゥ,0,,
779.749,おしー,0,,
780.782,彼の声,0,,
780.912,こっからよな,0,,
781.58,ナイス,0,,
782.2,ナイスゥ！,0,,
782.623,ナイス,0,,
782.647,ないす！,0,,
782.869,おっし,0,,
782.958,ナイスゥ,0,,
783.059,ナイス,0,,
783.092,ナイス、おしい,0,,
783.901,弾当たった！,0,,
784.518,いけ！！！,0,,
784.659,おっしい,0,,
785.785,惜しいぃ,0,,
785.802,いいね,0,,
786.689,ナイス！,0,,
786.98,うまい,0,,
787.149,いいねぇ！,0,,
787.389,おしー！,0,,
787.768,ナイス,0,,
787.899,おしい,0,,
788.612,ないす,0,,
788.346,ナイス！,0,,
788.415,うおおおおおおお,0,,
789.397,w,1,,
789.433,草,1,,
789.587,おー！おしい,0,,
790.016,草,1,,
790.261,草,1,,
790.364,草,1,,
790.528,草,1,,
790.604,草,1,,
791.479,ww,1,,
792.183,草,1,,
792.942,草,1,,
793.476,ww,1,,
793.824,草,1,,
794.898,w,1,,
795.057,草,1,,
795.478,nt,0,,
795.699,草,1,,
795.726,ドコドコドコ,0,,
796.26,がんばれ！,0,,
797.009,草,1,,
797.329,別ゲーしてらあw,1,,
797.546,nt,0,,
798.088,ストッピングは甘え,0,,
798.324,nt!,0,,
799.472,草,1,,
799.583,草,1,,
800.173,w,1,,
800.335,nt,0,,
801.14,nt,0,,
801.141,nt,0,,
801.688,撃ち方やばすぎｗ,0,,
801.743,nt,0,,
802.161,nt,0,,
802.565,nt,0,,
802.85,nt,0,,
803.197,nt,0,,
803.192,おしい,0,,
803.482,nt,0,,
803.802,ししシーうまいな,0,,
803.842,ナイオバ,0,,
804.71,ナイスー,0,,
804.773,おしい,0,,
804.853,おしい,0,,
804.873,惜しいいい,0,,
804.906,nt,0,,
804.985,草,1,,
805.502,nt,0,,
805.617,おしいいい,0,,
806.584,草,1,,
806.672,ないとら,0,,
807.463,おしいい,0,,
807.477,ナイスOW,1,,
807.985,草,1,,
809.026,草,1,,
809.681,nt,0,,
811.001,nt,0,,
811.073,草,1,,
811.194,nt,0,,
811.289,草,1,,
811.626,草,1,,
811.653,思い直したw,1,,
811.832,だめじゃんw,1,,
812.057,草,1,,
812.047,やめましょう。,0,,
813.488,ナイスow,1,,
813.748,どっちもどっちか,0,,
814.071,nt,0,,
814.491,思い直したw,1,,
814.629,ええやんええやん,0,,
814.716,草,1,,
816.31,かわんねぇw,1,,
816.899,草,1,,
817.258,高め高め〜,0,,
821.689,なんもあたらんかw,1,,
822.315,認識がズレてるw,1,,
823.664,OWは余計当たらん,1,,
823.768,草,1,,
824.02,草,1,,
824.371,概要欄、俺ら魔法使いで草,0,,
824.574,nt,0,,
824.62,ww,1,,
824.622,本当,0,,
825.715,いつもならw,1,,
825.967,fpsちょっと久しぶりか,0,,
826.38,草,1,,
828.865,あたるわけねぇだろカスタムだもんねw,1,,
829.158,がんばれー,0,,
830.141,草,1,,
831.506,ちょっと幻か,0,,
831.723,ﾌﾟﾙﾌﾟﾙ,0,,
831.73,ゆっくりエイムあっためてこｗ,0,,
831.272,多少やんなくてもそんな下手になることないってｗ,0,,
831.806,nt,0,,
832.483,(勝ったな),0,,
832.996,エイムがいないねw,1,,
833.131,まじでみんなにじヴァロが古の記憶に…,0,,
833.496,nt,0,,
834.634,おかしいなぁ,0,,
834.771,ｓｆ６にしよう,0,,
835.547,あえてシージもあり,0,,
835.895,マジで草,0,,
836.13,草,1,,
836.38,笑いすぎて震えてんじゃん,0,,
837.304,草,1,,
838.089,サモナーズリフトに行くぞ,0,,
839.246,平面に慣れてしまったか,0,,
839.952,ﾌﾟﾙﾌﾟﾙ…,0,,
840.356,草,1,,
841.208,せめよんエグゼでてる,0,,
841.387,草,1,,
841.772,ぷるぷる,0,,
842.803,ナイス,0,,
844.405,草,1,,
844.467,草,1,,
846.889,草,1,,
846.914,2Dはそれはそう,0,,
847.249,草,1,,
847.541,まだ２D草,0,,
849.71,ナイフ,0,,
852.049,もうロックマンで勝負するか,0,,
852.243,草,1,,
852.837,草,1,,
852.908,草,1,,
852.914,ロックマンしてるか,0,,
853.178,草,1,,
854.397,ロックマン軸さえ合えばいいからな,0,,
855.015,草,1,,
855.199,ポリゴン数桁違いすぎる,0,,
855.262,HETA Kuzuha,0,,
855.405,エリアスチール使われてる,0,,
855.676,サボテン投げなきゃ,0,,
856.743,ナイスゥ,0,,
856.963,ないすー！！,0,,
857.413,銃,0,,
857.417,ナイスゥ,0,,
857.505,ナイス！,0,,
857.619,初戦だからみんな慣らしてこw,1,,
858.022,ナイスゥ！,0,,
858.025,ナイスゥ,0,,
858.982,ナイス,0,,
859.092,ナイス,0,,
859.679,ナイスゥ,0,,
859.863,ナイス,0,,
859.909,ww,1,,
859.954,ナイスゥ,0,,
860.298,ナイス！！,0,,
860.46,うめえ,0,,
860.559,ww,1,,
860.561,CROWだっけ,1,,
860.802,ないす,0,,
860.813,おお,0,,
860.837,ポリゴン多いねw,1,,
860.984,草,1,,
861.377,草,1,,
861.564,ナイスゥ,0,,
861.7,草,1,,
861.733,ナイス,0,,
863.326,ナイス！,1,,
863.63,この人殺し！！,1,,
863.767,言い方ｗ,1,,
864.718,今更だろw,1,,
864.793,ナイス！！,1,,
864.981,ナイス！,1,,
866.297,ナイス,1,,
866.637,草,1,,
867.077,ナイス,1,,
867.365,ないす,1,,
867.818,サイコもいます,1,,
867.831,w,1,,
868.182,うっま,1,,
868.846,ナイス,1,,
868.89,ナイスゥ,1,,
869.167,草,1,,
870.037,ないす,1,,
872.328,通報した,1,,
872.495,葛葉おでんきちゃ,1,,
872.983,きめぇ武器持ってるなー,1,,
873.083,んふふw,1,,
873.462,ナイス,1,,
873.518,ないすー,1,,
875.851,ないす人殺しw,1,,
876.421,相変わらずシェリフうめ,1,,
877.674,やっちまったんだな,1,,
880.024,ナイスゥ！,1,,
880.064,ナイス,1,,
881.092,ナイス！,1,,
881.425,ナイス,1,,
881.823,ナイスゥ！,1,,
881.905,nice,1,,
882.231,ナイス,1,,
882.53,裏取りナイス,1,,
883.245,ナイスゥ！,1,,
883.312,草,1,,
883.605,ナイスゥ,1,,
883.792,ないすー,1,,
883.862,草,1,,
884.443,草,1,,
884.658,えーいw,1,,
885.156,でか,1,,
885.336,ナイスゥ,1,,
885.566,草,1,,
885.65,storyline is weirder than me,1,,
885.751,理解できない,1,,
885.824,w,1,,
886.238,おおお,1,,
886.261,ww,1,,
887.072,おちょくるなｗ,1,,
887.222,草,1,,
887.529,うざw,1,,
887.571,いいねw,1,,
887.979,いいよw,1,,
888.068,甘えピークえぐいｗ,1,,
888.479,草,1,,
888.549,草,1,,
889.892,草,1,,
890.146,草,1,,
891.24,w,1,,
892.255,草,1,,
892.301,草,1,,
892.688,動きやばくて草,1,,
892.955,うまｗ,1,,
893.607,草,1,,
893.605,きめえw,1,,
893.69,ピーク草,1,,
893.939,ナイスゥ,1,,
894.06,ナイスゥw,1,,
894.585,楽しんでるなぁw,1,,
894.677,草,1,,
894.84,草,1,,
894.63,楽勝ー,1,,
894.745,うえーい,1,,
894.923,草,1,,
895.203,草,1,,
895.56,ナイス！！,1,,
895.581,ナイスゥ,1,,
895.81,草,1,,
895.651,草,1,,
896.013,ナイスゥ,0,,
896.314,草,1,,
896.139,いいねいいねw,1,,
896.228,好き,0,,
896.272,草,1,,
896.495,ｗｗ,0,,
896.527,ナーイス,0,,
896.637,草,1,,
896.871,ナイス！,0,,
896.873,ナイスゥ〜w,1,,
896.969,逃げるの上手くて草,0,,
897.097,ないす,0,,
897.345,鬼ごっこしてるww,1,,
897.447,いいねｗ,0,,
897.466,ナイスゥ,0,,
897.608,ナイスゥ,0,,
897.698,ダルすぎるww,1,,
897.832,ナイスゥ,0,,
898.077,うえ〜いw,1,,
898.196,うまw,1,,
898.359,うざw,1,,
898.687,草,1,,
898.85,ナイスゥ！,0,,
899.288,ナイスゥｗ,0,,
899.388,草,1,,
899.654,ナイスw,1,,
899.686,草,1,,
899.859,ナイスゥ,0,,
901.596,w,1,,
901.634,草,1,,
903.126,ナイスーー,0,,
903.586,ナイス〜,0,,
904.673,ナイスゥ,0,,
904.691,ナイスゥ,0,,
905.092,w,1,,
905.32,姉ちゃんイライラでワロタ,0,,
905.448,ナイスゥ,0,,
905.839,草,1,,
905.999,ホントいやらしい動きw,1,,
906.125,草,1,,
906.226,ナイス！,0,,
906.644,ないすぅ,0,,
906.824,ないす,0,,
906.939,きめぇ〜w,1,,
906.915,ナイスゥ,0,,
907.222,やれやれｗ,0,,
907.349,きもくて好きｗ,0,,
907.807,いいねぇｗ,0,,
908.523,ナイスゥ,0,,
909.606,がんばれｗ,0,,
909.679,ナイスゥ,0,,
910.039,ないす,0,,
910.049,ナイスゥ！,0,,
910.808,ないすぅ,0,,
911.811,ナイス,0,,
913.005,高め〜,0,,
913.308,カウンターおでんいくぞ,0,,
913.496,なんだこのゲームw,1,,
915.93,ナイス！,0,,
918.188,うまいのなんだw,1,,
918.575,にじさんじのいばにんになれ,0,,
924.637,なんかね！w,1,,
925.911,ええやん,0,,
926.031,ぶちころせーw,1,,
925.955,ねぇちゃんキレンテンデ,0,,
925.981,なんかねww,1,,
926.471,ええやんいいやんええやん,0,,
930.736,なんかねぇ！,0,,
931.218,こんな感じでチームスコアリーダーかw,1,,
931.585,ふわっち草,0,,
933.698,ﾄﾞｺﾄﾞｺﾄﾞｺﾄﾞｺ,0,,
934.296,低い,0,,
941.573,工事きた,0,,
941.781,ビビるw,1,,
944.015,工事してる,0,,
944.067,工事いいねｗ,0,,
944.213,工事中,0,,
944.881,工事してんねぇ,0,,
952.992,工事きちゃ,0,,
953.426,工事しててワロタ,0,,
962.334,すごい、すごい,0,,
964.009,草,1,,
984.198,あ,0,,
984.789,あら,0,,
984.835,あ,0,,
985.181,ん？,0,,
985.842,あら,0,,
985.314,あれ,0,,
986.329,あ,0,,
986.363,あ,0,,
986.551,あれ,0,,
986.637,あ,0,,
987.234,あ,0,,
987.349,あ,0,,
987.558,あ,0,,
987.539,あ,0,,
987.601,あれ,0,,
987.807,あ,0,,
987.891,え,0,,
987.909,あら？,0,,
988.842,おっとお,0,,
988.762,ありゃ,0,,
989.377,おかえり,0,,
988.93,あ,0,,
989.164,おかえり,0,,
989.246,お？,0,,
989.251,え？,0,,
989.346,セーフ,0,,
989.479,ｗｗ,0,,
989.685,あ,0,,
989.824,あ,0,,
990.556,おかえり,0,,
990.696,おお,0,,
990.816,あ,0,,
991.004,あ,0,,
991.443,あ,0,,
991.96,あ,0,,
992.037,おかえり～,0,,
992.313,おかえり,0,,
992.359,よかった,0,,
992.648,あら,0,,
993.61,あ,0,,
993.583,ザ・ワールド！！！！,0,,
993.703,戻った！,0,,
993.882,おかえり,0,,
994.387,おかー,0,,
994.84,おかえり,0,,
994.66,草,1,,
994.803,お、帰ってきた,0,,
995.186,らぐくね？,0,,
995.338,おかえり,0,,
995.401,あ,0,,
995.503,おか,0,,
995.973,どまw,1,,
996,おかえり,0,,
996.149,草,1,,
996.613,おかえり,0,,
996.665,おかえり,0,,
996.952,おかえり,0,,
997.626,おかえり,0,,
997.258,おかえり,0,,
997.808,戻った,0,,
997.469,入り直した,0,,
997.485,草,1,,
997.514,あぶな,0,,
997.589,おかえり,0,,
997.707,おかえり,0,,
997.716,戻った,0,,
998.227,おかえりただいま,0,,
998.268,おか,0,,
998.492,おかえり,0,,
998.485,直った,0,,
998.56,おかえり,0,,
998.917,おかえり,0,,
998.914,草,1,,
999.002,おかえり,0,,
999.196,草,1,,
999.227,草,1,,
999.285,おかえり,0,,
999.284,復活,0,,
999.383,おかえり,0,,
