時間,コメント,ラベル,,,,
1196.51,声出してこ！,0,,,,
1198.097,いいよ、イケイケで,0,,,,
1199.172,ファイト！,0,,,,
1200.874,経験詰めそうな相手でわくわくするね,0,,,,
1201.152,?>?,0,,,,
1201.449,うまいな〜,0,,,,
1204.26,C,0,,,,
1204.269,がんばれ…！,0,,,,
1204.625,みっちーだからガンガンくるw,0,,,,
1204.748,誰がオペ持つんだろｗ,0,,,,
1205.555,かるびｗ,0,,,,
1206.887,がんばがんば！,0,,,,
1207.323,どっちつかずの正義…,0,,,,
1209.221,相手やるねぇ,0,,,,
1209.822,おっそw,0,,,,
1211.959,どんまい！,0,,,,
1212.138,インパクトボイスが必要か、,0,,,,
1214.397,応援してるよ♡,0,,,,
1216.856,まぁまぁまぁｗ,0,,,,
1219.452,8-4全然いい,0,,,,
1219.542,ふぁいてぃーん!,0,,,,
1219.676,かるび？,0,,,,
1219.738,最終日あぅ,0,,,,
1221.842,まだいける！,0,,,,
1222.098,楽しんでやろう、みんな,0,,,,
1222.443,あげてけ〜,0,,,,
1223.851,困惑w,0,,,,
1227.664,がんばえ♡,0,,,,
1237.949,あげてけぇ〜！,0,,,,
1241.722,がんばえーー！,0,,,,
1253.582,Let's goo Kuzuhaa,0,,,,
1254.033,たのしんでぇ！,0,,,,
1255.91,かるび報告えらい,0,,,,
1257.596,武器だー！,0,,,,
1261.381,頑張れー♪,0,,,,
1261.838,いいのあったね,0,,,,
1263.311,お！いいね,0,,,,
1264.089,ラッキー,0,,,,
1264.431,もらっちゃお～,0,,,,
1265.344,おとしものｗ,0,,,,
1268.698,ラッキー！,0,,,,
1269.546,無料配布,0,,,,
1269.679,ラッキーｗ,0,,,,
1269.882,らっきー,0,,,,
1270.639,やったー！,0,,,,
1270.739,いいもん拾えた！,0,,,,
1271.097,ラッキー,0,,,,
1271.812,ラッキー,0,,,,
1272.137,ラッキーだ,0,,,,
1272.274,何で落ちてるｗｗ,0,,,,
1275.801,頑張れぇー！,0,,,,
1279.027,わぁお,0,,,,
1280.407,おしい～どま！,0,,,,
1281.086,それやりたいな,0,,,,
1283.502,のせさんつっよ,0,,,,
1283.481,どまどまー,0,,,,
1284.276,どまです,0,,,,
1284.755,大会本番見てる気持ちになってる,0,,,,
1285.295,大丈夫大丈夫♡,0,,,,
1288.299,どまい！,0,,,,
1288.489,出てくるタイミングうまいな,0,,,,
1288.725,棚からヴァンダル,0,,,,
1288.994,タイミングわりー,0,,,,
1289.491,うーん、どま,0,,,,
1289.916,のせさんつよ,0,,,,
1293.646,どんまいどんまい！,0,,,,
1294.526,焦りすぎや,0,,,,
1294.706,あれはバッド,0,,,,
1295.632,上手い,0,,,,
1295.628,どんまいどんまい！,0,,,,
1295.799,背負いすぎんでー大丈夫,0,,,,
1296.228,きゅーちゃんつよーい,0,,,,
1296.666,くずはあ！元気だして,0,,,,
1300.432,what!?,0,,,,
1300.553,真面目にだけど強気に！気持ちで負けるなああ,0,,,,
1301.83,どまどまどまなんだから！,0,,,,
1301.93,ないすとらーい！,0,,,,
1303.203,ないとらや,0,,,,
1304.324,声出してこー,0,,,,
1304.745,ないけずよ～,0,,,,
1306.078,どまです,0,,,,
1306.333,ないけずー！,0,,,,
1306.505,ないすないす,0,,,,
1307.289,惜しいー！,0,,,,
1307.714,ちょっと命大事にしすぎとるなぁ,0,,,,
1308.3,かみ合わないな,0,,,,
1308.343,切り替えやで,0,,,,
1311.866,ナイストライ,0,,,,
1315.186,低いよ,0,,,,
1316.574,まだまだいけるよー！,0,,,,
1317.173,マイナス感情もったないぞー,0,,,,
1317.744,とるぞー！,0,,,,
1317.72,ないとらよ～,0,,,,
1318.348,強,0,,,,
1318.496,全部おしい,0,,,,
1321.213,ナイスキルだ~,0,,,,
1321.675,元気だしてこー！,0,,,,
1322.286,いけるいける！,0,,,,
1323.299,呪い発動やー！攻めファイト！,0,,,,
1324.146,いける,0,,,,
1324.146,39れちご,0,,,,
1324.171,まあ攻め構成攻め構成,0,,,,
1324.489,さーて9-3の呪い発動させるか,0,,,,
1325.643,むずそうだなぁ,0,,,,
1325.886,相手綺麗な守り〜,0,,,,
1325.901,いつも攻め強いから大丈夫ntnt,0,,,,
1325.929,声出してこ！,0,,,,
1327.366,がんばれぇ,0,,,,
1327.462,皆様ファイトです…！,0,,,,
1327.721,いらっしゃーい,0,,,,
1328.682,いらっしゃーい,0,,,,
1329.403,葛葉気持ちデ負けてる,0,,,,
1329.478,切り替えてけ～,0,,,,
1329.895,声出してけ〜！,0,,,,
1331.483,ふぁいと！,0,,,,
1332.138,声出してこーー！,0,,,,
1333.046,大丈夫！,0,,,,
1333.018,攻めガンバれ,0,,,,
1333.335,楽しんで,0,,,,
1333.677,渋ハルきちゃ！,0,,,,
1333.717,巻き返せるぞ頑張れ～！,0,,,,
1334.492,渋谷ハルでーす,0,,,,
1335.798,まだ負けてないー！,0,,,,
1335.945,声出てなああいファああいと！,0,,,,
1337.065,葛葉がんばれ！,0,,,,
1338.607,攻め頑張れ〜,0,,,,
1338.768,大丈夫がんばれ！,0,,,,
1338.798,こっから！,0,,,,
1339.467,がんばれーー！元気出せ〜！,0,,,,
1339.765,攻めファイティン！,0,,,,
1339.844,スクリムだからいいぞ！学びがんばろう！,0,,,,
1339.918,呪いのスコア発動で,0,,,,
1340.198,いやこっからでしょ！,0,,,,
1340.173,焦りで武器構える前に飛び出ちまってる,0,,,,
1340.438,攻めふぁいてぃーーん！,0,,,,
1340.733,コール！,0,,,,
1341.751,お疲れだねえ頑張れーー,0,,,,
1343.192,ふぁいと～！,0,,,,
1343.518,盛り返してこー！,0,,,,
1343.567,がんばれ~！,0,,,,
1343.664,大丈夫よ～こっから巻き返そう！,0,,,,
1343.838,切り替えやー,0,,,,
1344.096,ふぁいてぃーん!,0,,,,
1344.119,まま,0,,,,
1345.257,渋ハルやほー,0,,,,
1345.478,気持ちで負けるなー！強気強気！がんばれー、！,0,,,,
1345.694,また終わってないよ,0,,,,
1345.685,攻めて,0,,,,
1345.984,呪い発動させよ〜,0,,,,
1346.371,声出してがんばれ！,0,,,,
1347.835,元チームメイトののせさんもほんとめちゃくちゃ強くなってて、なんかいい.,0,,,,
1348.077,ここからよ,0,,,,
1351.943,声出てないぞー！,0,,,,
1355.214,相手チームほぼラッシュしかしてないんよな,0,,,,
1355.263,こっからこっから！,0,,,,
1355.987,自信感じゃよ,0,,,,
1357.521,ラッシュ以外みれなかったのキチー,0,,,,
1357.72,アセントはフィジがものを言うからまあ,0,,,,
1357.929,試合中は気持ちで負けちゃダメだぞ,0,,,,
1358.128,ガンバレ,0,,,,
1358.952,39だ！攻め行くぞぉ！,0,,,,
1365.942,れちごです,0,,,,
1366.075,声出してけクズは,0,,,,
1366.571,元気だしてー！,0,,,,
1367.126,奇跡起こすならここに勝ちてぇ,0,,,,
1369.26,頑張れ♡,0,,,,
1371.305,ファイとー,0,,,,
1373.108,攻め強いからいけるぞ,0,,,,
1374.449,十分頑張ってんだよ葛葉は…,0,,,,
1375.79,調子上がってくれば破壊出来るよ,0,,,,
1380.094,中で耐えがないからそりゃラッシュ擦るよなあ,0,,,,
1380.339,色々考えすぎだなあ,0,,,,
1382.874,みんな声がいつもより出てない気がする泣,0,,,,
1383.366,お疲れだねがんばれ,0,,,,
1383.412,がんばー,0,,,,
1383.552,君最強だから大丈夫だよ,0,,,,
1390.741,うめぇのはわかってる,0,,,,
1390.982,こいや,0,,,,
1392.044,明日勝てばなんでもいいんや！今日は相手をしっかり把握できれば,0,,,,
1401.071,応援ならできるがんば！,0,,,,
1403.326,チームはちゃんと強いぞー！差はちょっとだけや！,0,,,,
1411.43,かるび、報告の質上がったなあ,0,,,,
1413.36,メンタル,0,,,,
1414.515,声も出てるのにねぇ,0,,,,
1419.054,がんば！,0,,,,
1420.413,いけー。,0,,,,
1425.242,大丈夫葛葉強いよがんばれ！,0,,,,
1427.683,かるびもがんばってるー！,0,,,,
1430.059,がんばれぇぇ,0,,,,
1430.586,ロレチームってアセント勝率100%じゃね？,0,,,,
1431.39,ganbare,0,,,,
1433.712,いけるぞー,0,,,,
1434.042,ないすわん！,0,,,,
1434.556,ないわん,0,,,,
1447.005,カバーがあついんだ,0,,,,
1447.065,　ナイス,0,,,,
1447.604,どんまい！,0,,,,
1449.804,うらめった,0,,,,
1450.035,きちぃな,0,,,,
1451.619,うまいなあ,0,,,,
1451.863,うんめえな,0,,,,
1453.173,ロレえぎぃな,0,,,,
1456.348,まじでローレンが強すぎるなぁ,0,,,,
1457.579,誰も前進してなかったな,0,,,,
1457.925,仕上がってるねぇ,0,,,,
1458.088,nt nt,0,,,,
1458.24,ないとらや,0,,,,
1459.399,判断むじいねえ,0,,,,
1461.04,相手めちゃくちゃ上手いな！,0,,,,
1461.126,なかなか噛み合わないな〜,0,,,,
1461.437,声出してこ！,0,,,,
1462.244,つえーな,0,,,,
1462.232,勝てる勝てる♡,0,,,,
1463.668,やりずらそうね,0,,,,
1464.055,とろけとる,0,,,,
1465.583,nt nt！,0,,,,
1466.077,得意と思ったが世界は広いな,0,,,,
1467.438,ナイストライ！,0,,,,
1468.184,相手カバーうまいなぁ,0,,,,
1468.434,カバーが固い,0,,,,
1470.266,no,0,,,,
1470.367,なんでかるびがオーブ取ってんのｗｗ,0,,,,
1473.544,これが中で耐えってやつだよな,0,,,,
1474.075,みんながんばれー！,0,,,,
1475.072,いつもラッシュとは言うもののラッシュせんな,0,,,,
1476.904,相手強い,0,,,,
1477.757,声だしてこ,0,,,,
1477.949,いったんマイバいらなくないか？,0,,,,
1478.454,なんばがんばがんば,0,,,,
1479.358,フィジつよいなぁ,0,,,,
1479.513,射線がいっぱいだぁ,0,,,,
1479.939,キッザニア命大事にがんばれ！,0,,,,
1479.98,経験値差がでてるよなぁ,0,,,,
1481.732,これでセット隠してるんだったらやばいな,0,,,,
1481.781,阿吽の呼吸が不足してるか,0,,,,
1482.042,メンタルくるわ,0,,,,
1485.55,チームは成長してるだろ 単純に相手が強いねん,0,,,,
1487.936,明日が本番だしね！がんばれー！蜻蛉軍団！,0,,,,
1488.384,ロレのチーム、雰囲気がずっと男子校,0,,,,
1491.593,向こう無敗だよね？そりゃ強いよ,0,,,,
1494.506,ファイト！,0,,,,
1496.844,声の問題ではないからw,0,,,,
1497.247,ロレだけじゃないよな,0,,,,
1503.642,コーチいるから指示はいらんとおもうで～,0,,,,
1504.384,フィジ強すんぎ（泣）,0,,,,
1513.296,無敗じゃないよ,0,,,,
1516.278,かるびちゃんよいね,0,,,,
1522.005,コメ欄見てないから書いても意味ない,0,,,,
1522.367,みんながんばれ,0,,,,
1523.7,相手つえーぜ,0,,,,
1523.835,がんばれ…！,0,,,,
1524.898,dear my,0,,,,
1525.122,対よろです！,0,,,,
1529.091,皆様応援してます,0,,,,
1529.873,黙って見とこう,0,,,,
1534.321,やりがいしかねーぜ！,0,,,,
1536.338,相手強よ,0,,,,
1536.705,ロレチーム強いからしかたないチームはちゃんと強いよ,0,,,,
1540.4,ふぁいふぁいと〜！,0,,,,
1545.204,全員背負ってんな,0,,,,
1545.574,いけええｗ,0,,,,
1547.95,ファイトだ～！,0,,,,
1550.219,がんばえ、がんばえーー！,0,,,,
1550.228,頑張れ～！ドン座だよ～,0,,,,
1551.155,練習なのにめちゃめちゃドキドキする！がんばれみんな！,0,,,,
1551.482,ナイス報告,0,,,,
1551.797,がんばれぇぇ,0,,,,
1552.325,コメ欄ができるのは応援だけだぞー！,0,,,,
1553.978,明日勝てればいいんやぞ,0,,,,
1554.651,相手が強いと興奮する,0,,,,
1557.982,ぶつかり稽古や！,0,,,,
1560.089,応援コメで埋めよう,0,,,,
1563.222,omg相手強すぎるよ,0,,,,
1566.007,いいぱらだわ,0,,,,
1568.081,挑戦者側だからやれる事やんべ,0,,,,
1568.682,まだ練習だし,0,,,,
1568.878,モク抜かれるの辛いなぁどま,0,,,,
1571.219,もくぬきえぎぃ,0,,,,
1572.148,応援しよ！,0,,,,
1576.567,これ死なないとまずい,0,,,,
1578.149,頑張れぇー！,0,,,,
1579.019,どまよ,0,,,,
1580.118,わぁお,0,,,,
1586.907,頼むから応援してくれ,0,,,,
1587.782,どまです,0,,,,
1588.028,どまどま！がんばれ！,0,,,,
1588.057,相手は実質全員Tier3以上かな,0,,,,
1588.344,これきっつい,0,,,,
1591.276,いける,0,,,,
1591.63,昨日戦ったEROCさんよりつええやw,0,,,,
1591.897,ないけずー！がんばれ！,0,,,,
1592.302,どんまい！,0,,,,
1595.659,ぬぁいくぇずぅ,0,,,,
1595.802,誰かが強く言い切らんときついなまじ頑張れ！,0,,,,
1596.581,相手の練度もさっすがやでぇ…,0,,,,
1600.999,だって…お金が！,0,,,,
1603.059,お金が…,0,,,,
1603.551,うおお！？,0,,,,
1607.389,カバー取れたら大分変わりそうがんばれ,0,,,,
1607.946,くらいついてけ,0,,,,
1609.624,全滅したかったー,0,,,,
1609.714,生かされたなー,0,,,,
1610.324,迷いがすごいな,0,,,,
1610.367,ふぁいとーがんばれー,0,,,,
1610.583,死ねなかった,0,,,,
1610.784,応援してます！,0,,,,
1612.46,大丈夫だよ～！がんばえ～！,0,,,,
1612.711,ないけずでさないぞ,0,,,,
1613.157,きつすぎる ; ; ,0,,,,
1614.877,対よろ!,0,,,,
1616.558,強気でいきたいね,0,,,,
1616.611,敵まじで強い,0,,,,
1618.189,どっちつかずの正義,0,,,,
1621.206,がんばれーー,0,,,,
1621.428,こことやれてよかったぞ,0,,,,
1621.547,大丈夫大丈夫♡,0,,,,
1622.044,ほんとにずっと同じ課題や,0,,,,
1622.109,自信もっていこう,0,,,,
1622.442,今北サムネ良すぎる,0,,,,
1623.651,ふぁいとーー,0,,,,
1626.737,迷うなーー！,0,,,,
1626.797,いけるよー！,0,,,,
1626.91,みんな弱気モードなってしまったか,0,,,,
1626.936,めっちゃ食らいついてる！すごい！みんな負けるながんばれ！みまもってるよ！,0,,,,
1628.273,ファイト～！,0,,,,
1630.529,頑張れぇー！,0,,,,
1630.621,みんな昨日と同じ状態やぞ！頑張れ！,0,,,,
1633.052,乗り越えねば,0,,,,
1633.989,ふぁいてぃーん!,0,,,,
1634.464,頑張れ!,0,,,,
1635.061,信じていこーー！,0,,,,
1637.327,ファイト,0,,,,
1638.835,ふぁいと！,0,,,,
1639.688,それずっと言われてるな確かに,0,,,,
1640.49,みまもれーー！,0,,,,
1642.383,でもこれ水無瀬だけが決断するもんじゃないからな,0,,,,
1642.693,大丈夫よ,0,,,,
1642.76,深呼吸して脳に酸素送っとこー！,0,,,,
1644.363,強いからとりあえず勝ち負けより連携意識したいなぁファイト,0,,,,
1644.427,がんばれーー,0,,,,
1646.535,当たりかたうめぇ,0,,,,
1649.48,コーチの言う通りやな〜、頑張れ頑張れ！,0,,,,
1650.56,まぁ3rdはやってくるよね,0,,,,
1651.425,チームがんばれーー！,0,,,,
1652.504,雰囲気がなぁ、,0,,,,
1653.203,信じて信じて,0,,,,
1653.352,ろれーw,0,,,,
1653.46,ローレンが仕上がってるな,0,,,,
1653.839,みんなみまもってるよーー！,0,,,,
1654.297,ファイトぉー！,0,,,,
1654.465,ろれえぐいって,0,,,,
1659.857,あっけーー！,0,,,,
1667.198,ウルトある？,0,,,,
1667.251,やで〜,0,,,,
1670.266,iglって大事なんやな,0,,,,
1670.873,がんばれーー,0,,,,
1671.64,（p*･ω･）p ｶﾞﾝﾊﾞｯﾃ,0,,,,
1672.18,信じて信じてーやな,0,,,,
1672.104,もっと強気でいい気が！,0,,,,
1672.268,葛葉の動き読まれてそう,0,,,,
1673.341,自分たちの練習を信じろ！,0,,,,
1678.596,本番前日に勝ち越されてる理由知れるのめっちゃでかいな！,0,,,,
1678.713,いける,0,,,,
1678.895,渋ハルなんて言ってんだろ,0,,,,
1679.108,やっぱロレめっちゃ強いな～,0,,,,
1679.355,チームファイト,0,,,,
1679.816,うわお,0,,,,
1685.45,ｇｇ,0,,,,
1688.953,ラッシュとかどうっすか,0,,,,
1689.106,強気が大事なんかー,0,,,,
1689.297,エビオきつーw,0,,,,
1693.32,勝つよ,0,,,,
1693.642,でもロレも念願の大会だもんなぁー楽しむのも大事やとは思う,0,,,,
1693.749,ショートずっとパラで止められるｗ,0,,,,
1695.451,モク中にABO ,0,,,,
1696.654,モクにいつもエビオいて怖い,0,,,,
1698.192,つえぇな,0,,,,
1699.919,エビオつえー,0,,,,
1704.163,加油,0,,,,
1704.361,返がしっかりしてるなー,0,,,,
1704.484,気持ちも大事やね,0,,,,
1705.339,くずはーーがんばれーー,0,,,,
1705.967,きついなあ,0,,,,
1706.01,強いねぇ。対応できてない感じ。コールもフィジカルも。頑張ってくれー,0,,,,
1706.608,ちなみにロレチームは毎回13-2で勝つくらいアセント強いよ,0,,,,
1706.98,まだ終わってないぞー,0,,,,
1709.926,カバーがはえぇら,0,,,,
1710.069,V最にプロチーム混ざってるよ,0,,,,
1711.606,シンプルに向こうの練度が高いね,0,,,,
1712.318,モクいれた時点で準備されちゃうね,0,,,,
1713.093,どんまい！,0,,,,
1713.361,どんまいどんまい,0,,,,
1713.552,どまぁ,0,,,,
1714.726,つえーや,0,,,,
1714.935,声出してけーー！,0,,,,
1715.044,エビオス、モク中に住んでるなぁ,0,,,,
1715.841,おしいよ,0,,,,
1716.086,相手もうまいねぇ,0,,,,
1716.476,ヘイヴンに切り替えや,0,,,,
1716.504,レベチ,0,,,,
1717.209,チームとして動きたいね,0,,,,
1717.671,こりゃあラスボスだ,0,,,,
1719.459,取りかえそう！,0,,,,
1720.963,相手強ぇ,0,,,,
1720.98,まだ終わりじゃないぞ！,0,,,,
1721.157,なんかわちゃわちゃしちゃってるね,0,,,,
1722.223,これ24ラウンドじゃないのか,0,,,,
1722.689,モク中にABOありけり,0,,,,
1724.392,強すんぎ,0,,,,
1725.173,OT！OT！,0,,,,
1725.919,NT！,0,,,,
1726.4,エントリーできてないよな,0,,,,
1726.681,まだあるよ,0,,,,
1729.949,アセント勝率100パーは伊達じゃないな,0,,,,
1730.834,攻め方が単調,0,,,,
1731.116,相手チーム強いなあ,0,,,,
1733.512,がんばれー！勉強してけー！,0,,,,
1733.911,ラプ様いいね,0,,,,
1735.587,全然まだあるよ！,0,,,,
1735.672,なんだこりゃ,0,,,,
1736.082,ドン座,0,,,,
1736.172,これ相手どこ？,0,,,,
1737.03,迷うなIGL,0,,,,
1737.135,ひばつええ,0,,,,
1737.438,まぁぶっちゃけ葛葉まだエイムあったまってないだろ,0,,,,
